time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.869285,0.0192,-0.0290,0.0055,0.035
1.874485,0.0171,-0.0334,0.0005,0.038
1.882195,0.0389,-0.0188,0.0051,0.044
1.884801,0.0321,-0.0280,0.0048,0.043
1.890653,0.0397,-0.0324,0.0094,0.052
1.895233,0.0520,-0.0224,0.0139,0.058
1.901597,0.0501,-0.0315,-0.0006,0.059
1.906803,0.0577,-0.0214,-0.0055,0.062
1.908878,0.0559,-0.0209,-0.0056,0.060
1.914578,0.0493,-0.0250,-0.0009,0.055
1.918380,0.0617,-0.0196,0.0132,0.066
1.925250,0.0598,-0.0236,-0.0013,0.064
1.930364,0.0482,-0.0277,0.0176,0.058
1.936022,0.0462,-0.0269,0.0173,0.056
1.938493,0.0394,-0.0357,0.0408,0.067
1.943877,0.0467,-0.0397,0.0355,0.071
1.950275,0.0349,-0.0200,0.0303,0.050
1.953206,0.0326,-0.0290,0.0251,0.050
1.960183,0.0304,-0.0283,0.0057,0.042
1.963948,0.0378,-0.0181,0.0150,0.044
1.969009,0.0356,-0.0223,0.0290,0.051
1.975029,0.0192,0.0163,0.0190,0.032
1.978834,0.0173,-0.0025,0.0092,0.020
1.984585,0.0109,0.0025,-0.0005,0.011
1.992392,0.0189,0.0028,-0.0244,0.031
1.994553,0.0081,0.0031,-0.0195,0.021
1.999739,0.0118,0.0082,-0.0194,0.024
2.003519,0.0108,-0.0010,-0.0003,0.011
2.008314,0.0196,-0.0055,-0.0099,0.023
2.013777,0.0141,-0.0051,-0.0099,0.018
2.019129,0.0088,-0.0381,0.0187,0.043
2.025379,0.0035,-0.0233,0.0185,0.030
2.032437,-0.0065,-0.0278,0.0278,0.040
2.035019,-0.0022,-0.0230,0.0465,0.052
2.041564,-0.0027,-0.0277,0.0413,0.050
2.045136,0.0108,-0.0374,0.0362,0.053
2.050258,0.0146,-0.0422,0.0310,0.054
2.056502,0.0229,-0.0519,0.0259,0.062
2.059270,0.0310,-0.0282,0.0303,0.052
2.065969,0.0342,-0.0285,0.0252,0.051
2.069749,0.0421,-0.0145,0.0201,0.049
2.075218,0.0498,-0.0148,0.0197,0.056
2.079553,0.0338,0.0041,0.0242,0.042
2.084879,0.0228,0.0133,0.0476,0.054
2.092148,0.0119,0.0083,0.0376,0.040
2.094602,-0.0082,0.0224,0.0277,0.037
2.098567,-0.0328,0.0222,0.0179,0.043
2.102779,-0.0379,0.0173,-0.0061,0.042
2.108315,-0.0381,0.0220,-0.0108,0.045
2.113878,-0.0478,0.0266,-0.0250,0.060
2.118956,-0.0526,0.0218,-0.0391,0.069
2.123408,-0.0669,0.0313,-0.0341,0.081
2.128589,-0.0670,0.0407,-0.0386,0.087
2.134385,-0.0720,0.0120,-0.0336,0.080
2.139213,-0.0725,0.0073,-0.0382,0.082
2.144181,-0.0685,0.0168,-0.0760,0.104
2.149583,-0.0600,-0.0166,-0.0612,0.087
2.153473,-0.0519,-0.0211,-0.0277,0.063
2.158818,-0.0493,-0.0209,-0.0467,0.071
2.164611,-0.0422,-0.0302,-0.0608,0.080
2.169101,-0.0262,-0.0299,-0.0321,0.051
2.175345,-0.0155,-0.0345,-0.0417,0.056
2.178652,-0.0100,-0.0152,-0.0465,0.050
2.184722,-0.0001,-0.0246,-0.0417,0.048
2.190938,0.0285,-0.0339,-0.0465,0.064
2.194636,0.0331,-0.0477,-0.0276,0.064
2.199726,0.0424,-0.0519,-0.0325,0.074
2.206948,0.0423,-0.0606,-0.0421,0.085
2.208805,0.0568,-0.0264,-0.0421,0.076
2.214567,0.0573,-0.0447,-0.0183,0.075
2.219408,0.0678,-0.0342,0.0100,0.077
2.224890,0.0693,-0.0238,0.0097,0.074
2.230847,0.0666,-0.0230,0.0190,0.073
2.234700,0.0692,-0.0222,0.0472,0.087
2.240002,0.0723,-0.0358,0.0515,0.096
2.245855,0.0662,-0.0208,0.0463,0.083
2.250789,0.0464,-0.0155,0.0459,0.067
2.254768,0.0364,-0.0104,0.0455,0.059
2.258950,0.0266,-0.0243,0.0309,0.047
2.264767,0.0216,-0.0002,0.0306,0.037
2.269382,0.0119,0.0000,0.0018,0.012
2.276277,0.0116,0.0003,-0.0124,0.017
2.280452,0.0062,0.0005,-0.0124,0.014
2.284961,-0.0041,0.0056,-0.0266,0.027
2.290525,-0.0004,-0.0082,-0.0312,0.032
2.294775,-0.0112,0.0066,-0.0168,0.021
2.299390,-0.0079,0.0261,-0.0215,0.035
2.306082,-0.0096,0.0361,-0.0214,0.043
2.309533,-0.0162,0.0413,-0.0167,0.047
2.313492,-0.0037,0.0323,0.0023,0.033
2.321389,0.0039,0.0424,0.0164,0.046
2.325108,0.0115,0.0571,0.0019,0.058
2.331333,0.0238,0.0288,-0.0030,0.037
2.335346,0.0171,0.0292,0.0207,0.040
2.341914,0.0202,0.0343,0.0251,0.047
2.345668,0.0233,0.0250,0.0153,0.037
2.350672,0.0123,0.0109,0.0293,0.034
2.354078,0.0205,-0.0031,0.0290,0.036
2.359636,0.0144,-0.0028,0.0144,0.021
2.364067,0.0133,-0.0025,0.0237,0.027
2.370024,0.0122,-0.0259,0.0282,0.040
2.375338,0.0301,-0.0255,0.0564,0.069
2.381119,0.0242,-0.0109,0.0368,0.045
2.385584,0.0230,-0.0155,0.0175,0.033
2.389142,0.0313,-0.0201,0.0362,0.052
2.395594,0.0396,-0.0200,0.0454,0.063
2.402210,0.0337,-0.0200,0.0401,0.056
2.405530,0.0419,-0.0342,0.0207,0.058
2.409566,0.0453,-0.0341,0.0110,0.058
2.414527,0.0488,-0.0340,0.0013,0.060
2.418981,0.0428,-0.0244,-0.0035,0.049
2.426352,0.0369,-0.0434,-0.0083,0.058
2.429599,0.0405,-0.0194,-0.0083,0.046
2.433901,0.0347,-0.0288,-0.0226,0.050
2.439187,0.0339,-0.0047,-0.0272,0.044
2.444406,0.0282,-0.0046,-0.0080,0.030
2.450228,0.0275,0.0051,-0.0222,0.036
2.454524,0.0315,0.0148,-0.0173,0.039
2.460184,0.0214,0.0151,-0.0267,0.037
